cantServidores cantEnlaces costoDelAGM maxPathSize tiempoConsultora1 tiempoConsultora2 
4 6 11 3 32900 30400
4 6 7 4 42600 31700
4 6 15 3 41100 28600
4 6 16 3 32900 30400
4 6 17 3 32900 28200
4 6 3 4 32900 30700
4 6 10 4 32900 31900
4 6 3 3 32900 34500
4 6 10 3 32900 30600
5 4 40 4 40700 32200
5 4 49 4 39600 32300
5 4 60 4 39800 32700
5 4 63 4 40400 34100
5 4 46 4 39500 32300
5 4 39 5 39400 33800
5 4 53 4 49900 32400
5 4 40 4 44800 32200
5 4 17 4 44300 32300
5 4 82 4 39500 32000
5 4 54 4 40400 32500
5 4 42 4 39700 32500
5 4 44 4 39700 32200
5 4 49 4 41100 31900
5 4 21 5 40000 33600
5 4 59 5 39300 33800
5 4 42 4 39500 32400
5 4 23 4 39800 32600
5 4 36 4 41700 32400
5 4 40 4 40900 42600
5 4 72 4 44200 32000
5 4 20 4 40600 32300
5 4 48 4 39600 32900
5 4 65 4 44900 32300
5 4 52 3 38500 30100
5 4 29 3 38600 30000
5 4 52 3 38300 29800
5 4 52 4 39400 32400
5 4 33 5 42600 34300
5 4 46 4 40100 32500
5 4 31 5 39900 33600
5 4 45 4 40000 32000
5 4 51 4 40300 43100
5 4 36 4 45800 32500
5 4 77 4 40100 32500
5 4 31 4 40200 32200
5 4 41 4 39600 32400
5 4 52 4 39500 36700
5 4 51 4 40100 32200
5 4 45 4 40200 32100
5 5 58 4 39900 32500
5 5 45 4 40400 32300
5 5 70 5 40100 38300
5 5 10 4 39900 32700
5 5 46 4 39900 32500
5 5 53 5 40600 42700
5 5 33 4 44000 32900
5 5 30 4 42100 32600
5 5 38 5 39800 34600
5 5 31 5 39800 34200
5 5 62 4 39900 32300
5 5 36 4 40500 32100
5 5 24 4 46200 32700
5 5 38 4 40400 32000
5 5 59 4 40300 32000
5 5 31 5 40300 34400
5 5 21 4 40000 31900
5 5 37 5 43700 33800
5 5 55 4 50500 33300
5 4 42 4 44900 32400
5 7 16 5 41500 34900
5 7 36 5 40400 38300
5 7 10 5 41000 34000
5 7 10 3 39300 30200
5 7 22 4 40900 32700
5 7 39 4 40500 32800
5 7 14 4 41200 54500
5 7 41 4 40700 33400
5 7 24 4 40900 32200
5 7 23 4 40800 32000
5 7 35 5 41600 35300
5 7 38 5 51800 34700
5 7 28 5 44100 36600
5 7 21 5 40400 34500
5 7 42 3 39100 32000
5 7 40 5 40400 36400
5 7 42 3 39400 32300
5 7 35 4 40300 32000
5 7 17 5 40300 34100
5 4 53 5 39400 34200
5 10 21 5 41500 40300
5 10 23 4 41100 33000
5 10 13 4 41100 32700
5 10 35 5 41400 34100
5 10 36 3 50500 32300
5 10 31 5 47400 34300
5 10 19 3 39500 29800
5 10 10 4 40800 32200
5 10 16 5 40900 36400
5 10 23 5 40900 38100
5 10 15 5 41400 34300
5 10 9 4 41100 33100
5 10 12 4 40900 32500
5 10 7 5 40900 36400
5 10 12 4 45200 32500
5 10 8 4 40900 32000
5 10 34 4 40900 34400
5 10 30 5 44600 34400
5 10 34 4 44000 35700
5 10 4 4 41300 33000
6 5 83 3 46700 31700
6 5 54 4 48100 33900
6 5 132 4 47100 33700
6 5 127 5 49700 35600
6 5 117 5 46700 35200
6 5 70 5 46500 35500
6 5 86 5 46600 35500
6 5 109 5 46700 39800
6 5 77 4 46200 33700
6 5 81 5 57100 36100
6 5 83 4 50800 33900
6 5 83 4 45700 33600
6 5 118 4 47900 34000
6 5 100 4 46500 33900
6 5 106 5 46700 34900
6 5 53 4 46800 33800
6 5 120 4 49000 34100
6 5 86 4 45700 34300
6 5 120 5 46800 35800
6 5 76 5 48200 36200
6 6 78 6 47300 41300
6 6 84 4 55900 33700
6 6 110 4 50800 34000
6 6 38 6 46900 38000
6 6 71 5 48000 35200
6 6 122 6 48700 36100
6 6 33 5 47000 43000
6 6 70 4 48000 33700
6 6 78 4 47400 33800
6 6 62 5 49400 35500
6 6 58 5 46700 36000
6 6 93 4 46600 33800
6 6 98 6 46900 36400
6 6 65 4 57500 34900
6 6 68 4 52000 33600
6 6 95 4 47100 33900
6 6 70 5 47700 35400
6 6 32 4 47000 35800
6 6 66 5 47700 36000
6 5 85 5 46500 35000
6 7 54 5 48100 37800
6 7 109 5 47300 36000
6 7 110 5 50000 36900
6 7 59 6 48900 36000
6 7 58 5 47300 36900
6 7 64 5 53500 35700
6 7 109 4 55700 34400
6 7 65 5 47300 35600
6 7 81 4 47100 34200
6 7 38 5 47600 36200
6 7 62 5 49100 36200
6 7 97 5 47500 36400
6 7 35 5 47800 35800
6 7 61 4 46100 34100
6 7 78 6 48000 37600
6 7 58 6 47600 35900
6 7 69 5 46900 39700
6 7 58 4 51700 34600
6 7 45 4 46100 33700
6 5 111 5 47500 35400
6 10 75 6 48100 36400
6 10 51 4 49500 35000
6 10 31 5 49200 38200
6 10 64 4 53600 34300
6 10 66 5 48100 35800
6 10 30 6 47900 38000
6 10 76 6 47800 37800
6 10 59 5 50100 46000
6 10 32 5 51100 35900
6 10 45 5 48800 37700
6 10 55 5 49400 35500
6 10 49 5 53700 36300
6 10 24 5 48200 35900
6 10 67 4 47600 34000
6 10 17 5 48600 37800
6 10 31 6 51100 35900
6 10 96 5 48200 36000
6 10 65 5 47900 35800
6 10 13 5 48100 45700
6 5 56 5 53000 35400
6 15 40 5 48900 37600
6 15 33 4 49700 34900
6 15 29 5 50100 37900
6 15 35 5 53100 36000
6 15 44 4 49600 34000
6 15 29 5 50400 35300
6 15 43 5 49900 35400
6 15 19 5 49400 35500
6 15 48 5 49300 36200
6 15 24 3 58000 33900
6 15 26 5 51000 36500
6 15 18 6 51700 36400
6 15 27 5 49100 35300
6 15 45 6 48900 38400
6 15 32 4 47600 34000
6 15 21 5 52800 35700
6 15 24 6 48800 38400
6 15 45 6 48800 38300
6 15 31 6 48700 38500
6 15 19 5 50500 35100
7 6 108 5 63700 37400
7 6 191 5 57900 36900
7 6 161 6 54000 37600
7 6 151 5 56600 36800
7 6 170 5 53500 36600
7 6 149 4 52700 35200
7 6 138 5 52800 37200
7 6 149 6 57900 37700
7 6 171 5 54900 37700
7 6 156 6 55100 38100
7 6 82 3 53500 33200
7 6 76 6 67400 37600
7 6 134 5 56800 36900
7 6 172 6 55700 38500
7 6 111 6 55700 37800
7 6 167 4 54500 35500
7 6 150 6 54700 38000
7 6 104 5 54000 36800
7 6 128 4 53000 35400
7 6 161 6 53800 37700
7 7 143 6 54100 39700
7 7 46 6 54000 37600
7 7 88 5 61700 38500
7 7 155 6 59700 39800
7 7 134 6 54300 37700
7 7 132 5 54700 37100
7 7 139 5 56300 38900
7 7 83 7 54900 39900
7 7 135 6 55000 39700
7 7 98 5 53800 37400
7 7 78 5 59800 37500
7 7 193 6 55500 37700
7 7 108 5 55700 47300
7 7 145 7 58300 38000
7 7 86 5 56800 37500
7 7 162 5 54700 37300
7 7 128 5 54600 36900
7 7 99 5 54400 36900
7 7 129 6 56100 38000
7 6 140 6 54000 37700
7 9 153 6 54400 40400
7 9 63 6 54700 37400
7 9 157 6 56400 47900
7 9 98 4 58800 35400
7 9 76 5 55100 37600
7 9 99 4 53900 38000
7 9 161 6 55000 40000
7 9 59 7 55000 40100
7 9 119 6 55100 38900
7 9 90 5 56500 39300
7 9 90 5 54700 37500
7 9 136 6 54900 37500
7 9 164 5 53700 47400
7 9 103 6 62600 39700
7 9 93 5 55800 37700
7 9 89 6 55300 37400
7 9 90 7 54500 43600
7 9 112 6 56100 40000
7 9 60 5 55300 38100
7 6 133 4 54300 35500
7 13 76 6 57500 39900
7 13 100 6 57200 38100
7 13 96 6 60100 46300
7 13 49 6 58000 37800
7 13 154 5 59300 38000
7 13 77 5 55700 39700
7 13 79 5 57400 38100
7 13 85 4 55600 36300
7 13 108 5 56200 39700
7 13 30 4 54600 36500
7 13 66 4 54500 36100
7 13 59 6 56000 39500
7 13 87 5 59000 42400
7 13 54 6 59700 38100
7 13 106 5 55800 37600
7 13 101 7 61900 39800
7 13 54 4 56100 35600
7 13 68 7 57200 40800
7 13 78 4 54500 35700
7 6 150 4 56100 35800
7 21 29 6 58200 38900
7 21 42 5 58700 39900
7 21 59 5 65700 40300
7 21 50 7 58700 37900
7 21 36 6 58600 40200
7 21 37 7 58100 38200
7 21 46 5 61300 37500
7 21 21 6 58300 40600
7 21 27 5 56000 37500
7 21 47 5 58800 41200
7 21 31 6 58300 38600
7 21 39 7 57300 40100
7 21 61 6 59200 40200
7 21 69 6 59100 40200
7 21 52 7 57300 39500
7 21 41 6 57800 40100
7 21 25 5 61400 36800
7 21 65 6 57400 38100
7 21 38 6 58800 39900
7 21 34 5 57400 39600
8 7 196 5 66400 38800
8 7 205 5 64000 40500
8 7 264 5 66400 39700
8 7 227 6 66800 39600
8 7 192 5 62400 39000
8 7 295 5 61200 38600
8 7 298 5 62600 38400
8 7 250 6 62200 39400
8 7 251 5 62200 39000
8 7 287 6 61800 39500
8 7 206 5 64400 39100
8 7 239 4 59000 37100
8 7 268 5 71400 39000
8 7 264 4 64900 36900
8 7 191 6 65400 39500
8 7 186 5 61400 39900
8 7 185 5 60500 38400
8 7 215 5 61600 42500
8 7 183 5 60300 39400
8 7 132 4 68900 37100
8 9 141 5 61200 38500
8 9 118 6 64500 41500
8 9 72 5 68900 41500
8 9 162 5 65600 39100
8 9 241 4 63400 37300
8 9 184 5 62500 38300
8 9 128 7 63900 40300
8 9 147 5 62200 38500
8 9 303 5 67200 41200
8 9 223 6 62200 39400
8 9 206 5 61900 39100
8 9 213 6 64300 43100
8 9 244 6 63700 40900
8 9 156 4 63000 36900
8 9 102 7 62400 44000
8 9 175 6 62300 41600
8 9 205 7 63300 39700
8 9 240 6 62000 39800
8 9 142 5 65200 38700
8 7 239 5 60600 39200
8 11 219 7 62700 41900
8 11 123 6 63400 43700
8 11 160 6 64900 39100
8 11 154 6 65400 38800
8 11 252 5 61900 39400
8 11 195 5 64900 39500
8 11 104 6 62700 39600
8 11 151 5 61500 39200
8 11 127 7 63000 45600
8 11 156 7 63500 43700
8 11 141 6 63200 40600
8 11 174 7 64800 52300
8 11 147 6 71600 42500
8 11 138 5 63500 39600
8 11 186 5 62100 41700
8 11 295 6 63700 39800
8 11 192 7 63400 42000
8 11 198 7 62800 41500
8 11 98 5 61700 43100
8 7 170 5 60100 39100
8 17 195 5 63900 51100
8 17 102 6 65500 41500
8 17 63 6 66300 41400
8 17 111 6 63900 41200
8 17 122 6 65600 39500
8 17 159 5 65900 39600
8 17 48 6 65400 40000
8 17 131 7 65000 42700
8 17 111 6 65300 46700
8 17 126 5 72900 39700
8 17 40 5 65000 40900
8 17 77 6 63100 43400
8 17 68 6 65400 39500
8 17 116 5 65300 38100
8 17 54 6 64800 39300
8 17 79 6 66400 39300
8 17 139 5 63000 41700
8 17 86 6 64100 42200
8 17 174 5 78500 38800
8 7 307 5 64000 39300
8 28 99 6 66200 41900
8 28 24 7 67700 45400
8 28 34 6 66500 41800
8 28 66 5 66200 39700
8 28 73 6 67600 44400
8 28 93 6 66100 39100
8 28 53 6 67600 42700
8 28 39 7 73600 44800
8 28 75 6 67400 39600
8 28 103 6 66100 42000
8 28 49 7 66000 43500
8 28 54 5 66100 39200
8 28 60 6 64800 42100
8 28 36 6 67900 41700
8 28 35 6 66100 39600
8 28 68 7 66100 42300
8 28 76 6 69100 41300
8 28 45 5 67100 41400
8 28 50 6 67600 42800
8 28 42 5 66700 39700
9 8 278 5 70400 39900
9 8 347 6 67900 47900
9 8 288 5 68800 39800
9 8 423 6 72000 41000
9 8 355 7 68800 41000
9 8 305 4 77200 38600
9 8 250 5 74800 41000
9 8 281 5 68700 40000
9 8 361 6 70100 41400
9 8 384 5 70700 41800
9 8 410 5 70100 41100
9 8 385 6 68700 40800
9 8 248 6 70100 41200
9 8 275 6 70900 41300
9 8 251 5 79800 40500
9 8 242 5 71800 40300
9 8 311 6 74600 41500
9 8 349 5 68200 40300
9 8 420 5 69100 40500
9 8 190 7 73200 41500
9 10 282 6 69800 41000
9 10 260 6 71800 41100
9 10 198 8 71800 45700
9 10 299 7 80500 44300
9 10 352 6 72000 43300
9 10 234 5 70500 46300
9 10 251 7 71000 43300
9 10 257 6 71600 41300
9 10 265 6 71600 42400
9 10 249 6 69400 43100
9 10 242 7 68500 43900
9 10 289 6 69200 43100
9 10 198 5 83100 40900
9 10 335 7 71800 44100
9 10 344 6 69600 43100
9 10 181 6 74800 42700
9 10 193 7 70000 41300
9 10 233 5 69300 40900
9 10 233 6 70200 44200
9 8 332 6 68600 41000
9 13 201 7 72400 44100
9 13 286 8 82300 43600
9 13 253 6 72100 43900
9 13 191 7 72700 43800
9 13 159 6 78100 41000
9 13 214 5 69700 40300
9 13 315 7 71700 42900
9 13 344 6 72700 46300
9 13 311 8 70900 43400
9 13 191 5 71800 44600
9 13 189 6 72900 47000
9 13 177 7 70000 43900
9 13 180 7 72300 44100
9 13 262 7 71100 49300
9 13 168 5 70100 39700
9 13 261 5 71100 41000
9 13 168 6 70700 41000
9 13 183 6 71000 47700
9 13 196 8 72200 43000
9 8 312 5 69600 39700
9 22 125 6 73000 42500
9 22 166 6 71600 42500
9 22 182 6 73000 40400
9 22 144 7 73200 46300
9 22 181 6 72900 40900
9 22 143 7 73300 57200
9 22 179 7 73500 44300
9 22 163 7 72700 41500
9 22 180 6 71700 46300
9 22 112 5 71700 40000
9 22 90 7 72700 43000
9 22 82 8 72500 48000
9 22 101 6 72600 41400
9 22 90 5 72200 51500
9 22 100 6 71800 45600
9 22 141 7 73600 42900
9 22 109 6 72300 41200
9 22 169 5 72300 42600
9 22 188 7 72500 44300
9 8 378 5 73600 41700
9 36 91 7 75100 47200
9 36 55 6 81700 44900
9 36 53 6 75100 41700
9 36 65 7 76900 43400
9 36 111 7 75300 44800
9 36 72 5 75100 43200
9 36 76 6 76800 43800
9 36 89 8 75300 46400
9 36 99 7 74000 44100
9 36 98 5 81600 41200
9 36 130 6 75700 44000
9 36 143 6 74500 48000
9 36 124 9 75900 46500
9 36 72 7 77000 45000
9 36 88 6 77200 43200
9 36 97 6 73900 43800
9 36 141 7 74200 44100
9 36 103 6 86200 41100
9 36 121 7 75800 44600
9 36 72 6 74000 43100
10 9 377 5 78700 41500
10 9 456 7 76100 42800
10 9 454 6 76100 42400
10 9 459 7 76600 42600
10 9 371 6 75200 42700
10 9 537 6 80000 47900
10 9 628 6 80100 42400
10 9 361 7 76500 44500
10 9 413 5 75200 41900
10 9 403 7 77600 44500
10 9 580 5 75600 42800
10 9 348 6 77000 42100
10 9 486 6 77200 43100
10 9 595 7 75800 54800
10 9 433 7 80900 48900
10 9 509 7 78200 44500
10 9 469 6 76400 44000
10 9 625 5 76600 42900
10 9 526 7 77200 44600
10 9 482 5 77800 41600
10 12 277 7 78800 44600
10 12 316 7 86900 46400
10 12 309 8 79900 44700
10 12 326 7 79300 49300
10 12 240 6 78700 44300
10 12 291 8 79900 46500
10 12 361 8 81300 45800
10 12 257 6 77400 43000
10 12 335 6 78500 43300
10 12 398 6 91100 43200
10 12 351 8 80500 45400
10 12 308 7 78500 45400
10 12 267 6 92200 42300
10 12 298 8 77400 44300
10 12 356 7 76600 45300
10 12 357 6 82000 42400
10 12 209 7 78200 42700
10 12 299 7 89600 45200
10 12 350 7 81000 45600
10 9 428 5 77900 41900
10 16 435 7 81700 50200
10 16 399 7 79600 45100
10 16 304 8 81400 45600
10 16 376 8 81000 45400
10 16 310 5 78400 41500
10 16 251 7 87500 45200
10 16 434 5 83000 44200
10 16 307 5 77800 42800
10 16 266 7 78800 46300
10 16 347 6 83700 44800
10 16 215 7 80400 44900
10 16 203 8 81300 45900
10 16 238 8 83900 46300
10 16 223 5 90400 42400
10 16 220 5 81300 46600
10 16 304 10 80700 47300
10 16 361 6 80200 45300
10 16 259 6 82400 42600
10 16 225 8 80000 45100
10 9 489 7 75800 43000
10 27 256 9 85600 46700
10 27 182 7 92300 46100
10 27 133 8 82000 45100
10 27 124 8 82900 45100
10 27 155 8 82900 45500
10 27 265 6 83600 47500
10 27 175 7 81500 44600
10 27 158 9 83300 46700
10 27 150 7 84300 55900
10 27 173 7 84200 45600
10 27 143 9 82300 46800
10 27 110 9 83300 46700
10 27 168 7 81400 45100
10 27 243 6 80600 48500
10 27 207 5 81800 41500
10 27 164 6 82500 55300
10 27 194 8 87500 45200
10 27 202 7 81100 45700
10 27 178 9 83500 49000
10 9 422 6 77400 42100
10 45 127 6 85100 45000
10 45 93 8 89600 46300
10 45 205 7 85400 55200
