Trabajos,CantEnMaquina,Ticks,Resultado,Caso
517,241,0.545825,155316033,r4
372,193,0.239246,109745970,r4
516,257,0.553998,159099984,r4
666,318,1.07008,204177560,r4
879,461,2.16021,261221970,r4
83,40,0.010635,28639213,r4
789,406,1.62417,235500639,r4
44,18,0.003046,11398060,r4
124,69,0.022973,37966449,r4
465,235,0.425926,138264880,r4
284,139,0.129908,82373084,r4
562,288,0.705413,171693455,r4
585,286,0.775942,175164663,r4
405,197,0.300676,123213565,r4
821,389,1.84212,257299593,r4
876,411,2.14837,264909142,r4
834,420,1.87583,249101984,r4
200,99,0.06434,65482656,r4
167,87,0.045431,53600419,r4
909,454,2.3272,277719733,r4
798,401,1.65838,236499843,r4
508,263,0.529301,155842985,r4
304,165,0.155259,86029016,r4
722,352,1.25886,214359662,r4
285,142,0.13028,85894576,r4
604,302,0.807195,180824076,r4
224,116,0.076751,68463159,r4
175,95,0.046183,57622795,r4
662,320,1.02212,198122286,r4
385,201,0.273968,112761749,r4
602,316,0.812605,184638935,r4
740,374,1.37036,219237005,r4
768,379,1.50133,227325188,r4
350,165,0.204959,106083532,r4
804,388,1.64358,248948555,r4
902,475,2.29917,273865271,r4
648,328,0.976291,196170668,r4
245,117,0.092416,67304773,r4
573,279,0.707118,169275991,r4
675,345,1.08325,203897313,r4
598,287,0.789952,180468952,r4
596,306,0.782398,169961331,r4
865,446,2.00959,256277613,r4
467,223,0.415243,143735587,r4
533,274,0.597109,162044890,r4
98,59,0.016234,27243338,r4
61,32,0.005526,18061963,r4
86,47,0.010885,28231069,r4
480,249,0.459538,141113173,r4
675,346,1.06564,196689930,r4
304,148,0.156401,94061359,r4
126,71,0.023533,36126750,r4
85,38,0.0109,25120030,r4
922,447,2.30332,272726823,r4
366,172,0.228468,108337213,r4
578,292,0.733905,180492467,r4
104,48,0.016226,30136498,r4
194,95,0.057645,57803874,r4
514,244,0.543013,151439101,r4
761,393,1.4503,224136554,r4
576,311,0.740256,168768915,r4
977,496,2.69067,305037418,r4
506,245,0.51327,151111015,r4
933,444,2.43275,279475919,r4
53,26,0.0043,17478108,r4
937,476,2.45327,277687644,r4
324,165,0.1752,96396159,r4
634,305,0.918713,189007848,r4
581,293,0.735715,177757699,r4
313,168,0.158626,97758354,r4
304,158,0.1485,92453959,r4
207,109,0.065151,60612906,r4
497,251,0.496904,146054710,r4
442,222,0.379012,135387248,r4
864,429,2.02253,266089441,r4
751,362,1.42568,219456406,r4
790,401,1.63209,227391839,r4
940,485,2.51151,273938488,r4
766,372,1.46267,232184924,r4
338,170,0.190854,104681559,r4
354,183,0.218615,106831037,r4
161,73,0.040778,50181207,r4
398,183,0.282424,116066891,r4
208,96,0.066314,63849171,r4
530,282,0.587727,158676600,r4
757,383,1.42056,221065764,r4
489,242,0.474774,144018334,r4
855,401,1.93784,260358101,r4
774,369,1.48913,234334654,r4
239,127,0.088307,75467899,r4
367,180,0.2334,110717924,r4
990,479,2.80746,296427871,r4
687,370,1.14031,208061435,r4
447,209,0.378964,133593972,r4
887,475,2.14769,269415371,r4
44,23,0.003989,13345188,r4
661,339,1.00741,205913451,r4
490,239,0.473204,151471203,r4
539,283,0.612298,165300595,r4
328,161,0.18127,98634756,r4
224,99,0.078526,71117952,r4
170,75,0.044914,50461957,r4
81,41,0.012394,22239015,r4
46,22,0.003318,11592300,r4
841,436,1.8818,242147523,r4
90,51,0.013558,28415464,r4
697,340,1.17503,209766527,r4
927,452,2.39079,273764135,r4
583,278,0.736308,176391455,r4
327,160,0.175793,98042862,r4
871,421,2.0417,267123306,r4
488,247,0.482038,137582823,r4
454,221,0.393798,134645231,r4
975,503,2.75895,295740199,r4
892,396,2.11614,266062118,r4
83,37,0.015553,23148274,r4
822,406,1.78781,249362324,r4
954,497,2.55914,277573743,r4
819,396,1.74468,240608186,r4
136,79,0.027631,46708631,r4
327,164,0.172702,100316510,r4
955,470,2.54179,285746017,r4
870,429,2.01953,256213777,r4
401,206,0.289978,120942672,r4
320,163,0.165566,96923161,r4
384,206,0.261079,116755417,r4
854,444,1.94992,266907387,r4
227,118,0.080319,68123256,r4
224,112,0.07733,66618420,r4
584,295,0.737504,172857721,r4
76,38,0.008591,24701550,r4
239,124,0.087616,74162456,r4
795,410,1.62622,241868441,r4
62,36,0.005725,17354581,r4
806,405,1.64338,249958529,r4
482,261,0.46063,141645189,r4
237,111,0.087362,74373984,r4
613,294,0.837227,183267576,r4
433,220,0.349465,125567262,r4
840,419,1.83487,253831515,r4
698,340,1.18569,202081796,r4
979,459,2.75031,289039619,r4
856,404,1.92878,251901411,r4
131,63,0.025564,38413541,r4
453,245,0.39667,135359742,r4
850,459,1.9445,252715488,r4
757,398,1.42873,230417594,r4
28,12,0.00131,9426403,r4
298,143,0.14447,90383277,r4
162,92,0.039535,48918125,r4
890,450,2.13719,258553298,r4
732,372,1.3279,225327779,r4
694,353,1.15821,200821828,r4
262,144,0.107141,81206376,r4
825,404,1.77447,247589889,r4
275,143,0.122123,82296601,r4
979,479,2.73951,306903857,r4
421,206,0.324518,132362526,r4
235,118,0.085836,65267592,r4
184,96,0.058907,51265344,r4
997,487,2.83156,297303463,r4
478,230,0.446739,146161188,r4
901,455,2.24124,262698550,r4
435,217,0.353265,127254245,r4
443,231,0.368511,128231809,r4
796,394,1.61685,241432786,r4
156,82,0.036423,46675372,r4
943,482,2.48746,284609263,r4
900,428,2.22483,265054378,r4
845,411,1.90205,253820399,r4
157,87,0.038925,48745915,r4
909,445,2.30635,275230356,r4
733,387,1.35323,223596372,r4
597,301,0.793226,175811205,r4
686,352,1.11885,199851401,r4
20,11,0.000667,6514827,r4
385,192,0.263085,117893975,r4
167,87,0.042791,46354867,r4
74,32,0.008294,25268849,r4
249,119,0.09635,75516684,r4
327,174,0.172996,99049363,r4
946,479,2.50465,284454160,r4
316,137,0.161329,98266964,r4
782,370,1.55665,238463826,r4
597,317,0.789252,182623098,r4
913,452,2.27298,271138036,r4
201,101,0.061283,63080215,r4
354,180,0.209869,109157176,r4
875,437,2.05496,260268774,r4
9,3,0.000165,2428920,r4
89,41,0.011761,24099285,r4
54,31,0.004327,19179286,r4
277,148,0.123464,84037532,r4
962,495,2.65343,295761954,r4
867,429,2.03944,254129482,r4
405,200,0.296562,125670505,r4
123,59,0.027159,38942550,r4
876,448,2.12104,259375927,r4
838,412,1.82834,258563926,r4
236,111,0.086856,74923726,r4
879,452,2.10611,262741674,r4
738,366,1.3337,222640489,r4
919,454,2.33132,269803914,r4
465,218,0.40991,144502588,r4
731,367,1.31566,218075444,r4
248,126,0.095597,74460662,r4
883,453,2.15921,266394329,r4
489,238,0.506071,153168878,r4
832,402,1.79484,259985756,r4
965,478,2.63109,291495483,r4
270,128,0.115602,86112312,r4
79,40,0.0116,24519387,r4
373,204,0.249265,116521349,r4
322,163,0.172322,98268851,r4
83,51,0.012728,24690652,r4
139,76,0.029103,44704985,r4
897,448,2.39,254827478,r4
72,38,0.007693,20562418,r4
586,302,0.97216,181907244,r4
574,290,0.911101,166539219,r4
338,163,0.211415,103737523,r4
77,36,0.008911,24429458,r4
165,74,0.040953,52232650,r4
633,318,0.918326,189552512,r4
580,299,0.73521,170115086,r4
349,180,0.203877,101669138,r4
246,123,0.09481,75978521,r4
60,29,0.007521,17877322,r4
411,203,0.304063,128528362,r4
103,41,0.017842,31706573,r4
756,396,1.4426,229173094,r4
648,326,0.977206,185289168,r4
284,148,0.130583,85341139,r4
24,15,0.001257,7913191,r4
386,186,0.26087,110630279,r4
798,407,1.63429,238688433,r4
224,124,0.083642,68922239,r4
857,444,1.97263,246967183,r4
853,438,1.93498,249885823,r4
646,314,0.959187,201668359,r4
316,152,0.163796,96371407,r4
251,121,0.099445,73854306,r4
442,221,0.363104,138293805,r4
828,421,1.78686,263526788,r4
398,202,0.286857,116778177,r4
205,108,0.065969,61450917,r4
595,319,0.770468,181303862,r4
546,271,0.630144,171735019,r4
522,262,0.561806,159142387,r4
731,353,1.29719,217593645,r4
289,158,0.132969,85662366,r4
912,455,2.2766,274236638,r4
895,454,2.18069,266002256,r4
216,108,0.072555,67643585,r4
877,432,2.0362,263284443,r4
610,310,0.824197,180144875,r4
565,284,0.701213,178532849,r4
209,111,0.066096,60785235,r4
120,60,0.023157,33721487,r4
680,335,1.08925,197307248,r4
332,171,0.187018,100702455,r4
675,335,1.082,202860829,r4
470,235,0.43172,133798473,r4
42,25,0.002713,12602811,r4
557,276,0.653852,161612972,r4
115,68,0.023376,37059507,r4
444,235,0.383675,131319838,r4
457,233,0.412439,141428354,r4
67,31,0.007249,19591766,r4
857,424,2.01266,257696151,r4
870,442,2.09749,255358160,r4
303,148,0.154398,96205154,r4
855,418,1.94416,251536338,r4
422,219,0.335726,130066296,r4
309,143,0.152614,84155857,r4
46,27,0.003138,15744871,r4
432,216,0.353519,132004197,r4
607,307,0.823683,177904660,r4
888,455,2.14251,259939080,r4
791,383,1.60231,237500239,r4
385,195,0.258603,117031917,r4
202,100,0.061186,59713498,r4
228,104,0.079818,70407672,r4
916,466,2.33867,277985470,r4
390,192,0.271391,122897445,r4
559,283,0.710334,169197016,r4
100,42,0.015145,31025010,r4
203,113,0.063146,61923197,r4
785,394,1.71841,243501177,r4
809,414,1.84268,252770626,r4
231,123,0.086163,65914479,r4
67,37,0.009281,20355815,r4
761,368,1.58789,233773989,r4
891,454,2.46182,273125523,r4
356,181,0.237786,112529024,r4
789,405,1.60275,233621401,r4
336,180,0.192486,105814515,r4
751,358,1.43364,226877804,r4
933,474,2.55966,276985247,r4
349,170,0.207834,113633792,r4
534,252,0.619921,166400549,r4
540,256,0.621354,163164223,r4
265,121,0.111643,78050061,r4
713,361,1.24611,205902182,r4
888,444,2.28885,266762145,r4
639,318,0.952252,185642713,r4
905,456,2.34597,273700446,r4
486,235,0.479116,147527824,r4
47,22,0.004704,14424882,r4
690,340,1.13453,200303773,r4
935,472,2.45554,279524659,r4
550,279,0.648703,161466722,r4
52,24,0.005648,16656675,r4
983,484,2.78466,289964901,r4
93,46,0.015204,25963893,r4
944,465,2.57593,279723991,r4
429,225,0.341258,129175081,r4
983,503,2.87007,303135323,r4
631,328,0.930255,194566312,r4
288,139,0.132979,86374612,r4
531,270,0.594509,163621639,r4
841,420,1.93421,243605775,r4
787,397,1.62127,239654453,r4
574,286,0.73246,181171529,r4
387,189,0.279493,116338490,r4
531,267,0.612321,154689229,r4
451,221,0.395676,126950883,r4
159,86,0.041117,50517117,r4
590,295,0.79326,171579324,r4
124,59,0.027409,37532974,r4
851,427,2.06192,259228371,r4
87,32,0.012115,26130903,r4
596,284,0.804459,181727699,r4
411,225,0.336157,120255242,r4
331,156,0.186433,103674344,r4
319,159,0.176233,100366032,r4
405,199,0.305927,118148613,r4
837,406,1.93388,246023133,r4
60,35,0.00545,18841929,r4
318,173,0.178521,97199489,r4
712,382,1.31207,214087571,r4
880,437,2.16846,255586198,r4
393,198,0.28409,118229474,r4
326,158,0.174218,100048036,r4
473,248,0.441477,146996330,r4
448,234,0.388115,130139825,r4
367,188,0.246409,107070613,r4
356,174,0.219263,106118052,r4
582,300,0.741315,169508933,r4
747,385,1.41371,225631970,r4
654,321,1.00706,192211274,r4
738,368,1.35007,219220330,r4
58,26,0.004975,15997164,r4
426,199,0.344259,124064676,r4
372,195,0.237957,108604455,r4
535,261,0.601022,155038642,r4
874,445,2.07065,261656175,r4
480,232,0.452936,144512725,r4
790,414,1.65182,238059002,r4
201,106,0.063817,62739797,r4
821,418,1.77058,243275591,r4
44,23,0.002943,13443030,r4
975,499,2.69313,297216663,r4
752,386,1.41795,231416483,r4
41,17,0.002622,14994786,r4
962,493,2.63502,282371093,r4
665,320,1.02936,207621448,r4
934,466,2.45775,281822689,r4
164,81,0.040533,50987694,r4
336,169,0.18664,102109325,r4
874,445,2.04459,266095704,r4
574,288,0.754182,164256060,r4
239,118,0.089498,74129442,r4
829,422,1.806,244162001,r4
107,56,0.031075,29675980,r4
839,420,1.90041,259491751,r4
105,49,0.017026,32549317,r4
859,438,2.0216,259538803,r4
238,115,0.090307,74312643,r4
909,473,2.3615,269614359,r4
358,181,0.220784,112535856,r4
820,420,1.82715,246690872,r4
922,465,2.46954,273180926,r4
173,85,0.047406,52746380,r4
958,480,2.69298,292203389,r4
508,269,0.547032,152084173,r4
104,48,0.017168,31957073,r4
177,88,0.047642,49360657,r4
927,460,2.47703,284823423,r4
213,109,0.071139,61781676,r4
672,333,1.1158,200932884,r4
520,268,0.587095,152945804,r4
770,412,1.58173,231227609,r4
519,257,0.570583,153007558,r4
553,288,0.684272,167698674,r4
103,46,0.023127,32416945,r4
213,110,0.094504,61563744,r4
433,212,0.476712,131358577,r4
267,132,0.134474,82450567,r4
996,516,3.49978,290712998,r4
688,341,1.40694,205646128,r4
470,229,0.470131,137076366,r4
46,23,0.004799,12983503,r4
525,281,0.61751,161743871,r4
428,202,0.357471,126684137,r4
617,310,0.953474,180122698,r4
800,426,1.78903,230346055,r4
223,116,0.082709,63086755,r4
505,264,0.55283,147824141,r4
629,318,1.01426,198499745,r4
504,257,0.572186,153165150,r4
215,113,0.07589,69850348,r4
162,92,0.042448,47319109,r4
946,483,2.73588,271889131,r4
675,335,1.13703,205889502,r4
977,500,2.86343,294364268,r4
321,158,0.185577,97594056,r4
569,283,0.704856,172248343,r4
443,220,0.383756,135172098,r4
484,240,0.480193,144243310,r4
645,327,1.01856,194023163,r4
895,436,2.27802,271223371,r4
157,72,0.039653,50075417,r4
661,331,1.08538,200222364,r4
880,423,2.27479,258603626,r4
326,165,0.194173,101088958,r4
615,328,0.948764,183679814,r4
940,489,2.53251,285536177,r4
608,316,0.851914,187824710,r4
854,430,2.07976,245436421,r4
955,473,2.67244,284070393,r4
299,140,0.143147,87233460,r4
242,125,0.093629,73620591,r4
68,34,0.00953,20936449,r4
911,448,2.32209,272981669,r4
382,202,0.272405,108394202,r4
362,184,0.304149,112694275,r4
833,441,1.95262,256113135,r4
167,72,0.052504,50553703,r4
164,90,0.058906,51022754,r4
315,159,0.203534,96140772,r4
259,131,0.116704,76481100,r4
869,439,2.1465,250368583,r4
475,243,0.472153,145790717,r4
351,166,0.211505,102603678,r4
550,270,0.717702,163485797,r4
555,285,0.706429,166332324,r4
7,4,0.000114,1489603,r4
278,130,0.123791,82546259,r4
534,267,0.611247,150940870,r4
12,7,0.000406,4161524,r4
252,132,0.104269,82707236,r4
418,211,0.324281,126316988,r4
563,269,0.721341,171551087,r4
480,246,0.519611,148392200,r4
105,53,0.019373,33144692,r4
66,33,0.006849,19976076,r4
736,366,1.52643,216621361,r4
656,319,1.07733,202909838,r4
179,102,0.050394,57334525,r4
225,119,0.077014,63636248,r4
143,76,0.031359,43859654,r4
539,277,0.667102,157761954,r4
334,159,0.191306,100837338,r4
430,203,0.368517,124631135,r4
463,241,0.444378,142161867,r4
611,305,0.897415,182358764,r4
35,16,0.002798,10613045,r4
462,248,0.451562,140005393,r4
689,355,1.22789,202367669,r4
339,175,0.201951,100086675,r4
1000,489,3.08705,297263734,r4
659,326,1.09331,195202764,r4
37,23,0.003226,11853454,r4
556,303,0.677873,165989504,r4
886,432,2.42438,269193688,r4
338,165,0.230349,101893433,r4
377,189,0.271085,113806836,r4
740,375,1.55659,224072602,r4
312,162,0.171889,91522330,r4
22,11,0.001125,6603380,r4
417,211,0.361033,122770871,r4
96,44,0.017018,30274685,r4
29,14,0.001359,8119695,r4
185,95,0.060235,55253084,r4
248,121,0.106874,73840292,r4
795,395,1.68776,237992818,r4
709,351,1.23428,214181290,r4
646,322,1.06516,188754979,r4
448,236,0.41556,135009487,r4
704,352,1.23666,209789381,r4
917,462,2.43074,277099554,r4
6,3,0.000132,2668837,r4
278,144,0.128937,90129592,r4
812,407,1.90684,236583390,r4
744,383,1.40849,225720044,r4
654,323,1.01013,197748164,r4
422,217,0.346571,121456300,r4
331,170,0.210967,102924259,r4
695,333,1.28848,202411309,r4
882,461,2.26246,254346812,r4
921,497,2.48945,281967454,r4
793,410,1.63723,227421234,r4
91,43,0.014921,26446184,r4
265,137,0.112973,84136211,r4
370,183,0.240604,107151773,r4
592,314,0.848346,173814305,r4
578,285,0.83625,172001985,r4
620,320,0.955177,178386191,r4
67,35,0.006878,21530745,r4
583,292,0.772124,180100179,r4
26,13,0.001523,9096642,r4
427,211,0.341504,121819494,r4
590,295,0.815191,187524100,r4
770,404,1.52346,233713903,r4
580,274,0.78988,175581995,r4
759,379,1.49476,219785738,r4
957,493,2.73443,286746193,r4
613,298,0.886512,184223696,r4
281,133,0.134488,85723366,r4
575,272,0.726137,181554519,r4
612,313,0.87418,182354784,r4
215,104,0.076111,62373269,r4
55,35,0.006706,17186752,r4
12,7,0.000408,4952272,r4
645,304,1.05257,194342057,r4
403,200,0.303394,120187793,r4
158,80,0.038161,45252515,r4
53,29,0.004268,15914872,r4
896,449,2.33804,262756295,r4
564,284,0.73833,176558044,r4
999,513,2.93158,299428896,r4
255,120,0.103751,73151057,r4
685,340,1.138,207342158,r4
325,156,0.177542,96527031,r4
926,471,2.41555,276775352,r4
203,116,0.066228,65403158,r4
339,169,0.189917,101613357,r4
134,56,0.027282,39809396,r4
112,57,0.019114,31282991,r4
987,481,2.84415,299023271,r4
803,411,1.66117,247723360,r4
515,266,0.548919,155611635,r4
689,333,1.12653,210888735,r4
232,117,0.083427,73870220,r4
687,339,1.1287,212797536,r4
472,236,0.434396,145781291,r4
880,468,2.14449,263072371,r4
950,466,2.55892,289388870,r4
501,250,0.504092,154475749,r4
760,369,1.45621,224183826,r4
944,485,2.52928,283309340,r4
102,52,0.018393,30260483,r4
754,361,1.43481,238148243,r4
267,130,0.112466,70441287,r4
774,408,1.55317,229444914,r4
582,278,0.754533,176273956,r4
99,57,0.017837,28688605,r4
953,464,2.56858,280401095,r4
497,240,0.493312,147667465,r4
665,343,1.05302,204069323,r4
892,462,2.19823,266262773,r4
548,279,0.649174,162552627,r4
240,111,0.090459,72452369,r4
389,194,0.298652,116084331,r4
793,424,1.67624,244005925,r4
916,441,2.38672,277183800,r4
968,473,2.74467,283287982,r4
34,19,0.002463,10498348,r4
944,495,2.64943,279133448,r4
343,174,0.205181,97849008,r4
195,98,0.059363,51954350,r4
226,115,0.083907,64308470,r4
607,304,0.86564,185049840,r4
640,339,1.01643,191868904,r4
814,432,1.83933,247312535,r4
778,392,1.59936,231520161,r4
398,201,0.294037,115872632,r4
320,156,0.172885,99639921,r4
589,296,0.785017,185566634,r4
657,330,1.05061,201473421,r4
100,48,0.018654,31621526,r4
267,130,0.115599,82979040,r4
645,314,0.993737,193307077,r4
390,198,0.279784,113628974,r4
220,127,0.07603,63248357,r4
583,281,0.777018,172717105,r4
142,60,0.034973,38546033,r4
670,305,1.08515,204647990,r4
201,105,0.064321,56156999,r4
192,97,0.056769,63025523,r4
533,267,0.585839,156480263,r4
229,124,0.08044,72040906,r4
173,98,0.045311,52079453,r4
268,124,0.112806,79484607,r4
843,410,1.96705,251145979,r4
438,202,0.369271,128538291,r4
503,256,0.55196,152571945,r4
298,139,0.144263,87470675,r4
945,475,2.57802,283289488,r4
995,480,2.88069,310122947,r4
336,168,0.187235,100675648,r4
90,45,0.012409,24163646,r4
419,208,0.326625,133457115,r4
258,117,0.106111,79434983,r4
104,47,0.016094,33142636,r4
433,211,0.355115,126878433,r4
683,336,1.09835,209272353,r4
96,48,0.013657,29438678,r4
540,269,0.611842,169555996,r4
756,376,1.45135,226723986,r4
639,329,0.938103,200100561,r4
181,100,0.050885,55182206,r4
519,273,0.559327,160477800,r4
959,506,2.67065,291381698,r4
776,381,1.53342,233698076,r4
169,83,0.045152,48146908,r4
918,484,2.39202,273348090,r4
86,45,0.013376,21742683,r4
595,311,0.815432,183235478,r4
451,214,0.390389,138140724,r4
130,57,0.025738,39900225,r4
413,200,0.316404,125145529,r4
530,267,0.592238,168017218,r4
567,272,0.681967,162330095,r4
702,351,1.19374,213641412,r4
933,482,2.48757,284478060,r4
751,365,1.41181,224908861,r4
165,80,0.041454,50698840,r4
276,141,0.122218,85393882,r4
747,383,1.39819,225329227,r4
758,357,1.43154,225506660,r4
405,190,0.294158,122390225,r4
574,296,0.710378,180883706,r4
25,14,0.001343,8544293,r4
26,15,0.001512,8223586,r4
406,208,0.298298,114199460,r4
351,168,0.20693,108014540,r4
561,285,0.681656,169211676,r4
9,6,0.000282,3189766,r4
35,17,0.002605,9962877,r4
203,101,0.070459,60007972,r4
909,472,2.3368,271660467,r4
483,240,0.493401,149382768,r4
484,246,0.490288,137292761,r4
413,204,0.32931,123236682,r4
865,407,1.99773,256275444,r4
343,172,0.198776,101306246,r4
470,239,0.43716,143803018,r4
873,449,2.08336,251938376,r4
298,156,0.143122,88803777,r4
991,483,2.80234,300645696,r4
460,233,0.409785,132602486,r4
106,60,0.020238,29298837,r4
587,305,0.754001,172592630,r4
712,358,1.23588,213626863,r4
139,69,0.029469,43156113,r4
78,37,0.008975,23127853,r4
868,438,2.02921,255883674,r4
969,483,2.731,293952577,r4
352,183,0.208948,100312986,r4
131,70,0.025541,41572896,r4
839,386,1.82063,253116503,r4
849,414,1.95004,250054391,r4
97,43,0.017324,25111366,r4
531,264,0.606156,159460899,r4
715,357,1.26326,213818658,r4
841,395,1.89367,258320793,r4
770,374,1.57409,228274401,r4
687,357,1.15176,206577247,r4
853,396,1.94382,256457918,r4
55,31,0.004616,13984003,r4
92,45,0.012619,27111606,r4
378,179,0.250422,112100915,r4
513,252,0.578297,162771634,r4
723,372,1.2751,213275875,r4
832,410,1.86237,236096265,r4
69,38,0.009525,25429601,r4
195,95,0.06233,59323179,r4
543,263,0.623479,161814656,r4
779,382,1.56061,233452663,r4
811,408,1.69893,242901663,r4
695,352,1.17547,207435127,r4
894,450,2.22277,280008475,r4
507,254,0.533135,153556765,r4
199,96,0.06136,59287966,r4
773,395,1.53891,225956811,r4
526,264,0.585843,147846287,r4
50,30,0.00545,13656662,r4
654,336,1.00027,200507033,r4
751,378,1.41336,229077597,r4
421,211,0.328577,127422442,r4
585,304,0.761648,174772066,r4
668,346,1.05329,200203145,r4
355,184,0.211125,109443088,r4
867,440,2.03283,258546138,r4
274,142,0.116237,83787769,r4
852,438,1.94257,265710001,r4
425,218,0.340484,127671488,r4
873,434,2.09618,256450784,r4
996,506,2.94108,306187567,r4
925,466,2.41041,264823193,r4
893,430,2.18994,272524483,r4
872,429,2.09174,268538992,r4
590,289,0.776552,175876024,r4
464,241,0.412571,139977090,r4
846,414,1.92816,246981906,r4
209,99,0.068474,60509265,r4
934,459,2.44484,284831367,r4
345,180,0.198043,102320191,r4
894,437,2.24698,273455583,r4
737,376,1.34925,225305196,r4
384,192,0.261161,111064213,r4
426,213,0.338198,127378493,r4
85,48,0.015062,24486923,r4
960,490,2.65139,284327065,r4
226,103,0.080751,69534998,r4
29,12,0.001874,8374138,r4
379,199,0.24949,115386600,r4
538,278,0.609661,158130201,r4
905,477,2.35233,269936784,r4
561,279,0.69383,174378903,r4
546,279,0.643191,161040330,r4
586,299,0.786656,175676389,r4
858,439,1.97899,248803497,r4
376,197,0.248314,114940433,r4
302,156,0.147103,97758332,r4
116,61,0.019925,37402812,r4
882,450,2.1987,256765846,r4
344,189,0.216519,103985107,r4
1000,502,2.965,298330466,r4
117,60,0.02138,35737070,r4
703,350,1.23674,209755022,r4
440,225,0.371027,135005076,r4
264,133,0.112627,73185340,r4
356,182,0.216855,99911640,r4
217,106,0.073958,63777613,r4
468,236,0.44305,138036424,r4
156,77,0.039599,41752353,r4
105,51,0.020146,29686828,r4
391,187,0.26982,119408332,r4
97,47,0.016334,34014769,r4
201,97,0.062144,63129604,r4
626,294,0.884926,188258340,r4
366,195,0.22963,110943935,r4
302,152,0.148854,86309212,r4
734,344,1.35846,207431859,r4
490,250,0.489932,145896418,r4
358,188,0.226281,112554426,r4
443,232,0.394562,135021075,r4
716,369,1.26315,216547087,r4
976,481,2.72371,283175816,r4
584,294,0.754542,175888476,r4
111,58,0.020923,33918572,r4
888,442,2.10367,267048163,r4
5,4,7.2e-05,2135363,r4
788,397,1.57917,229240324,r4
936,455,2.41925,289667369,r4
87,41,0.015693,25277426,r4
493,259,0.490999,144710436,r4
209,109,0.069539,62964970,r4
314,160,0.161795,92986787,r4
880,413,2.07995,272064659,r4
443,208,0.375707,126421983,r4
816,407,1.74709,244597154,r4
220,119,0.074174,66421667,r4
647,314,0.955738,193051926,r4
931,474,2.41584,272625582,r4
667,341,1.05295,203835960,r4
473,248,0.447163,135220539,r4
843,423,1.89076,253734005,r4
771,413,1.51396,225516720,r4
729,373,1.32533,215284460,r4
393,190,0.269769,123081651,r4
785,402,1.55495,233048358,r4
833,420,1.81258,253689879,r4
15,8,0.000535,3941583,r4
824,407,1.76695,240395833,r4
809,405,1.69462,238573930,r4
594,277,0.776008,181556518,r4
455,221,0.404377,137683831,r4
408,220,0.303859,125559904,r4
866,439,1.99773,264292588,r4
963,475,2.6412,286057119,r4
621,320,0.863169,186623209,r4
435,215,0.360013,133582749,r4
540,270,0.618685,163004351,r4
154,82,0.04005,44783704,r4
140,70,0.034293,43688861,r4
481,237,0.45788,141955693,r4
601,302,0.807244,178533753,r4
726,341,1.28019,212775161,r4
243,126,0.093162,75195063,r4
51,26,0.005573,16708617,r4
583,290,0.73567,174970823,r4
581,277,0.729284,175479416,r4
627,309,0.901559,180522687,r4
853,425,1.92474,255960932,r4
375,191,0.243862,115115940,r4
397,199,0.283542,122048360,r4
499,234,0.501322,146722775,r4
575,282,0.715002,171911939,r4
34,17,0.001747,11443557,r4
756,385,1.42128,221855755,r4
879,421,2.0778,266019315,r4
392,198,0.271206,109951781,r4
578,309,0.731139,173733452,r4
814,410,1.74418,245436699,r4
218,106,0.073064,65822151,r4
683,342,1.09267,210945592,r4
313,159,0.164818,94418573,r4
962,478,2.64036,284755644,r4
435,229,0.35253,132337606,r4
666,320,1.02951,209283274,r4
732,396,1.34914,222526192,r4
300,157,0.145389,87281561,r4
841,425,1.87046,250057244,r4
137,67,0.03239,44008691,r4
95,57,0.015559,30394432,r4
957,474,2.55957,285499937,r4
451,233,0.389703,128819690,r4
774,393,1.48444,225505837,r4
727,374,1.30733,220345924,r4
621,319,0.89058,194231356,r4
21,9,0.001081,5848535,r4
850,422,1.92222,251934708,r4
201,96,0.073575,67188235,r4
554,269,0.679252,166492397,r4
103,58,0.016251,29945085,r4
769,384,1.54884,240634089,r4
979,478,2.77217,290971646,r4
430,224,0.346935,133329156,r4
315,159,0.159052,90016448,r4
683,351,1.10689,209645889,r4
543,262,0.623331,159436883,r4
639,324,0.933153,191182528,r4
139,64,0.03331,43780370,r4
875,437,2.07114,265054069,r4
639,316,0.929829,183066785,r4
140,62,0.029791,40307399,r4
940,473,2.44686,273115677,r4
503,250,0.528904,150990491,r4
807,375,1.67845,241509056,r4
39,19,0.003303,10956668,r4
681,333,1.11541,210585653,r4
147,79,0.035971,47275035,r4
432,219,0.345757,130998412,r4
322,165,0.169673,99127948,r4
947,483,2.53547,277938908,r4
193,101,0.056703,60338367,r4
518,264,0.555505,161667230,r4
694,359,1.1825,213245760,r4
370,183,0.240075,104949386,r4
826,439,1.85852,252154938,r4
707,353,1.25499,215693695,r4
819,417,1.77635,244046663,r4
526,282,0.59334,153436714,r4
435,213,0.353384,131155179,r4
261,138,0.106407,76431708,r4
451,229,0.388705,134126103,r4
257,120,0.103868,75209797,r4
489,257,0.489962,146937277,r4
616,314,0.859661,194550524,r4
373,185,0.244785,116828361,r4
28,15,0.001431,8052011,r4
257,124,0.103417,83957564,r4
697,345,1.17753,211342908,r4
431,204,0.354533,130242530,r4
614,297,0.848596,185176561,r4
35,19,0.001883,10406046,r4
593,292,0.775338,183648128,r4
638,306,0.920008,191740574,r4
599,304,0.787651,180278042,r4
